customer_id,education,marital_status,income,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,total_accepted_cmp,children,age,relationship_duration,frequency,monetary,avg_purchase_value,cluster_id,pca_1,pca_2,pca_3
5376,Graduate,Partner,2447.0,42,1,1,1725,1,1,1,15,0,28,0,1,0,1,47,13,3.3076923076923075,1730,40.23255813953488,0,4.046161168826153,2.7156371884703727,0.08049023169672652
1993,Postgraduate,Partner,58607.0,63,867,0,86,0,0,19,3,2,3,9,8,1,1,77,14,1.2142857142857142,972,57.1764705882353,3,0.5402590907285667,1.4945628762956062,-0.42456392538777826
4047,Postgraduate,Partner,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,1,72,12,1.6666666666666667,544,27.2,3,0.3159138967209612,0.7447016963674583,-2.4424352678118675
1409,Graduate,Partner,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,1,75,13,1.5384615384615385,444,22.2,3,-0.728726061614284,2.9990519358330348,-0.4016592766314586
7892,Graduate,Single,18589.0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,57,13,0.6153846153846154,75,9.375,1,-2.5577262247305153,-0.9324336809158368,0.8746004695164553
2404,Graduate,Partner,53359.0,4,173,4,30,3,6,41,4,5,1,4,7,0,2,50,13,1.0769230769230769,257,18.357142857142858,3,-1.7915726135754944,1.3704774051737383,-0.07510812012155936
5255,Graduate,Single,,19,5,1,3,3,263,362,0,27,0,0,1,0,1,40,13,2.076923076923077,637,23.59259259259259,0,3.0357625441569165,2.2342119207927245,2.3773392228842343
9422,Graduate,Partner,38360.0,26,36,2,42,20,21,10,2,2,1,4,3,0,1,37,13,0.6923076923076923,131,14.555555555555555,1,-1.9985698498840454,-1.1848969859374665,0.4703168275278078
1966,Postgraduate,Partner,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,1,0,61,13,2.0,1672,64.3076923076923,2,5.132341152361397,-0.8735107578145229,-0.7122859862887263
6864,Postgraduate,Single,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,37,12,0.6666666666666666,30,3.75,1,-2.9397732108526324,-1.6499925062844811,0.6164140138608569
3033,Postgraduate,Partner,38620.0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,63,13,0.8461538461538461,318,28.90909090909091,4,-0.49742751525617473,-1.4410125778175347,-0.00570025571805599
5710,Graduate,Partner,40548.0,31,110,0,5,2,0,3,2,2,1,4,5,1,1,56,14,0.6428571428571429,120,13.333333333333334,1,-2.05550250468931,-0.24914503831490525,0.4682345498641105
7373,Postgraduate,Single,46610.0,8,96,12,96,33,22,43,6,4,1,6,6,0,2,74,14,1.2142857142857142,302,17.764705882352942,3,-1.255791271772956,2.297485131016185,0.07629402535394904
8755,Postgraduate,Partner,68657.0,4,482,34,471,119,68,22,1,3,5,9,7,0,0,80,13,1.3846153846153846,1196,66.44444444444444,2,2.6494024692759557,-0.6264134580677073,-0.459128728226895
10738,Postgraduate,Single,49389.0,55,40,0,19,2,1,3,1,2,0,3,7,0,2,75,13,0.46153846153846156,65,10.833333333333334,4,-2.8943598681055622,-0.17773633216755122,-0.9074203226417057
4339,Postgraduate,Partner,67353.0,37,702,17,151,0,8,35,5,5,6,12,2,0,1,56,13,2.1538461538461537,913,32.607142857142854,0,1.8359839432198224,1.755185348685383,-1.340816766875933
10755,Undergraduate,Partner,23718.0,76,6,3,14,15,7,36,3,3,1,2,7,0,1,50,13,0.6923076923076923,81,9.0,1,-2.824835086510367,-0.06843307679739069,0.778054758891216
8595,Graduate,Single,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,1,53,12,0.5833333333333334,67,9.571428571428571,4,-2.608256044307554,-1.2625119612634614,-0.7634701098384411
2968,Postgraduate,Single,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,83,13,1.8461538461538463,902,37.583333333333336,0,2.535619814911585,0.373107009935578,-0.49502580769164434
8601,Graduate,Partner,80011.0,3,421,76,536,82,178,102,2,8,6,5,4,0,1,46,13,1.6153846153846154,1395,66.42857142857143,2,4.086808596435922,-0.2744737176178276,1.113308753594462
503,Postgraduate,Partner,20559.0,88,13,1,29,3,0,7,2,2,0,3,8,0,1,41,13,0.5384615384615384,53,7.571428571428571,1,-3.306657858047985,-0.5313436198594984,1.1353020428816085
8430,Graduate,Partner,21994.0,4,9,0,6,3,1,3,1,0,0,3,5,0,1,69,14,0.2857142857142857,22,5.5,1,-3.166721929629988,-0.8586742781566393,0.2718198872894558
7281,Postgraduate,Single,,80,81,11,50,3,2,39,1,1,3,4,2,0,0,67,13,0.6923076923076923,186,20.666666666666668,4,-1.242524769863015,-1.7424355478874638,-0.4645882901068025
2139,Postgraduate,Partner,7500.0,19,3,1,10,3,2,12,3,2,0,3,5,0,1,51,13,0.6153846153846154,31,3.875,1,-3.247767995180319,-0.4207949024318965,0.40961792825901144
1371,Graduate,Single,79941.0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,50,12,1.3333333333333333,984,61.5,2,3.8832417661021497,-2.626213723105893,0.5314008727813903
9909,Undergraduate,Partner,7500.0,24,3,18,14,15,22,50,3,3,1,3,9,0,0,30,14,0.7142857142857143,122,12.2,1,-2.6592467339665395,-0.15146508942268408,3.3910179422426836
7286,Graduate,Partner,41728.0,92,13,6,15,3,5,13,1,2,0,2,10,0,1,58,13,0.38461538461538464,55,11.0,1,-3.090937716167079,-0.46570181948146,0.48936948203750097
7244,Graduate,Single,,96,48,5,48,6,10,7,3,2,1,4,6,0,3,75,12,0.8333333333333334,124,12.4,4,-2.7420497722223285,0.608340018160266,-2.0741319771030136
6566,Postgraduate,Partner,72550.0,39,826,50,317,50,38,38,9,5,2,12,8,0,2,72,14,2.0,1319,47.107142857142854,0,1.9941400131927325,4.317523607660117,-0.1132243724982622
8614,Graduate,Single,65486.0,29,245,19,125,37,67,14,1,4,2,10,2,0,1,69,12,1.4166666666666667,507,29.823529411764707,0,0.7326106924834564,-0.7990068055444917,-2.071253802097944
4114,Postgraduate,Partner,79143.0,2,650,37,780,27,167,32,1,6,9,13,3,0,0,62,14,2.0714285714285716,1693,58.37931034482759,2,5.290971802701643,-0.08103523961012672,0.46523327947936677
1331,Graduate,Single,35790.0,54,12,6,20,30,1,3,2,2,0,3,7,0,1,49,13,0.5384615384615384,72,10.285714285714286,1,-2.750979125923948,-0.6978384834546507,0.753297019647416
2225,Graduate,Single,82582.0,54,510,120,550,156,40,241,1,4,9,7,1,2,0,49,12,1.75,1617,77.0,2,5.965274742386965,-1.9668860120972917,0.28485333260429174
9381,Graduate,Partner,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,2,48,13,1.7692307692307692,606,26.347826086956523,3,0.45455930157881125,2.3592290393008604,-0.5871768483406564
6260,Postgraduate,Partner,82384.0,55,984,51,432,180,120,190,1,3,10,13,1,1,0,71,14,1.9285714285714286,1957,72.48148148148148,2,6.787910544851252,-0.3835410485638799,0.45326083320002586
10383,Graduate,Single,70287.0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,60,13,1.6153846153846154,1093,52.04761904761905,2,3.3490931510888933,-1.1410405243293311,0.26876582003470767
7437,Graduate,Single,27938.0,31,13,0,8,2,1,5,1,1,0,4,3,0,1,38,12,0.5,29,4.833333333333333,4,-2.8588586881311517,-2.0419611184684254,-0.2412850238401671
8557,Graduate,Single,,57,11,3,22,2,2,6,2,2,0,3,6,0,1,44,13,0.5384615384615384,46,6.571428571428571,1,-2.902542819480765,-0.8112474578989392,0.7919147916524313
8375,Postgraduate,Partner,55954.0,63,447,0,28,0,0,43,3,8,2,6,7,0,1,58,12,1.5833333333333333,518,27.263157894736842,3,-0.4379291543462616,1.2989020190290268,-1.2296987599531564
6853,Postgraduate,Single,75777.0,12,712,26,538,69,13,80,1,3,6,11,1,2,0,44,13,1.6153846153846154,1438,68.47619047619048,2,4.004013277706834,-1.4352959507035081,0.04651023212229604
3076,Graduate,Partner,66653.0,18,452,18,102,16,18,6,4,4,2,12,3,0,2,51,14,1.5714285714285714,612,27.818181818181817,3,0.37270959986403185,1.6668306379495583,-0.2984588663225707
1012,Graduate,Single,61823.0,26,523,7,134,37,14,169,4,8,2,10,7,0,1,74,13,1.8461538461538463,884,36.833333333333336,0,1.4832133958732237,2.583140365470283,-0.4467891211473984
6518,Postgraduate,Single,67680.0,8,546,0,48,0,6,6,1,7,3,8,5,0,1,75,13,1.4615384615384615,606,31.894736842105264,3,0.28886239894686644,0.7809740933188967,-1.4860962071568422
4137,Graduate,Partner,70666.0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,78,13,1.2307692307692308,1076,67.25,2,2.792850433519969,-0.9105545778547927,-0.36125773656339105
8082,Graduate,Partner,25721.0,75,1,3,6,3,6,15,1,1,1,2,7,0,1,55,13,0.38461538461538464,34,6.8,1,-3.131077682076879,-1.0072391801682687,0.3611135013329927
1386,Graduate,Partner,32474.0,0,10,0,1,0,0,0,1,1,0,2,7,0,2,59,12,0.3333333333333333,11,2.75,4,-3.6277932196540967,-0.9121749726472149,-1.1637998882973974
9369,Undergraduate,Single,88194.0,19,688,14,309,201,24,38,1,11,10,10,5,2,1,47,12,2.6666666666666665,1274,39.8125,2,4.603609457587189,0.6641423522777964,-0.958557893794372
4477,Graduate,Partner,69096.0,4,247,49,159,7,82,109,1,5,2,10,4,0,1,68,13,1.3846153846153846,653,36.27777777777778,0,1.3648259501095708,0.1296626189607321,-0.7006888623767659
1357,Graduate,Partner,74854.0,90,856,59,487,58,29,73,7,2,5,5,5,0,3,56,13,1.4615384615384615,1562,82.21052631578948,0,2.219307748758838,1.9991839467179735,-0.405597960131919
1402,Postgraduate,Partner,66991.0,1,496,36,460,189,60,12,3,4,8,6,3,0,0,72,14,1.5,1253,59.666666666666664,2,3.329617592257779,-0.3633870307828599,0.44981932540096625
10629,Undergraduate,Partner,,25,25,3,43,17,4,17,3,3,0,3,8,0,1,53,14,0.6428571428571429,109,12.11111111111111,1,-2.7730254501170726,0.4243567443197794,1.4784744440906892
6312,Graduate,Partner,65031.0,29,258,107,291,84,37,86,4,10,3,13,7,0,1,67,13,2.3076923076923075,863,28.766666666666666,0,2.671722193904114,2.444995669636782,-0.2283063131948282
8132,Postgraduate,Partner,60631.0,88,565,6,65,0,6,19,5,9,2,8,7,1,2,51,13,1.8461538461538463,661,27.541666666666668,3,0.14109812661303595,2.8803482278883368,-0.6005648789696891
1050,Graduate,Partner,28332.0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,74,12,0.6666666666666666,65,8.125,4,-1.9142237344026456,-1.8602907231068444,-1.8615617675282246
5846,Graduate,Single,40246.0,68,2,1,6,2,1,1,1,1,0,2,6,0,1,49,14,0.2857142857142857,13,3.25,1,-3.0918168886793826,-0.9925924009476342,1.3960043749898514
1859,Postgraduate,Partner,75251.0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,54,14,1.3571428571428572,1890,99.47368421052632,2,4.4785416226811705,-0.8649418978888945,1.6893152515941765
7503,Graduate,Single,75825.0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,50,14,1.5714285714285714,2209,100.4090909090909,2,6.327481111596375,-1.373304130679817,2.036300586026641
10401,Undergraduate,Partner,26326.0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,50,13,0.3076923076923077,18,4.5,1,-2.8954624838428553,-2.212626210258345,0.32230925244107983
1618,Graduate,Partner,56046.0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,61,13,1.6153846153846154,692,32.95238095238095,3,0.6028103530729116,1.4869903509882585,-0.25493485469387944
3332,Graduate,Single,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,1,41,14,0.8571428571428571,165,13.75,1,-2.382157052883309,0.7317922389125276,2.120590738603487
2261,Graduate,Partner,26304.0,5,4,1,5,2,0,4,1,1,0,2,7,0,1,57,13,0.3076923076923077,16,4.0,1,-3.3948129729526757,-1.0288314152581914,0.18917173421126765
5346,Undergraduate,Partner,23559.0,87,25,5,19,7,0,23,3,3,0,3,7,0,1,53,13,0.6923076923076923,79,8.777777777777779,1,-2.928054964429427,0.027458275400498878,0.5385063415590271
4119,Postgraduate,Partner,38620.0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,63,13,0.8461538461538461,318,28.90909090909091,4,-0.49742751525617473,-1.4410125778175347,-0.00570025571805599
535,Graduate,Single,81361.0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,39,12,2.25,778,28.814814814814813,2,3.194382413797168,-1.3257288631546162,-0.8173690789111634
5268,Graduate,Partner,29440.0,95,17,8,14,10,4,3,2,1,0,4,7,0,2,66,13,0.5384615384615384,56,8.0,4,-3.114227044352107,0.01774655239343812,-0.5369999750687031
273,Postgraduate,Partner,36138.0,48,130,0,16,0,0,5,5,3,1,4,7,1,2,56,13,1.0,151,11.615384615384615,3,-2.413883986807406,1.3150872650945935,-0.3657219579641785
4452,Graduate,Single,50388.0,3,292,6,37,0,3,34,4,6,1,6,7,2,1,69,12,1.4166666666666667,372,21.88235294117647,3,-0.5593943380369866,1.0895401999684278,-1.608282001697943
8504,Graduate,Partner,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,1,0,53,12,1.5833333333333333,1366,71.89473684210526,2,4.6231855191529645,-1.8179865265719295,-0.16508852695006804
771,Graduate,Partner,54178.0,79,135,9,39,4,0,7,1,2,2,5,2,0,1,59,12,0.8333333333333334,194,19.4,4,-1.365047983443002,-1.4524893802766767,-1.8711937909339813
8996,Postgraduate,Partner,,4,230,42,192,49,37,53,12,7,2,8,9,0,3,69,14,2.0714285714285716,603,20.79310344827586,3,0.015716698426998615,5.793381452850884,0.08674663156563321
9235,Graduate,Single,,45,7,0,8,2,0,1,1,1,0,2,7,0,2,69,12,0.3333333333333333,18,4.5,4,-3.5086683952213638,-0.8541472999327663,-1.3496077467446774
5798,Postgraduate,Partner,,87,445,37,359,98,28,18,1,2,4,8,1,0,0,53,13,1.1538461538461537,985,65.66666666666667,2,2.0748538567169383,-1.93257206584643,-0.15169905517228047
11178,Postgraduate,Single,42394.0,69,15,2,10,0,1,4,1,1,0,3,7,0,1,54,12,0.4166666666666667,32,6.4,4,-3.060195336405233,-1.427744874017003,-0.47177059388190606
2230,Postgraduate,Partner,23626.0,84,27,2,14,0,0,0,3,3,1,3,5,0,1,56,12,0.8333333333333334,43,4.3,4,-2.7846576722278367,-0.4615362260677972,-0.9503548013237658
7516,Graduate,Partner,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,1,43,12,0.5,45,7.5,4,-2.9547405678712644,-1.4646107366680592,-0.21110257386982836
7247,Graduate,Single,47916.0,72,505,0,26,0,0,75,5,7,4,6,6,1,1,66,14,1.5714285714285714,606,27.545454545454547,3,0.24864184848366394,2.465371644620173,0.32686681892665387
11100,Graduate,Single,51813.0,37,51,2,7,0,1,2,2,2,0,3,7,0,2,54,13,0.5384615384615384,63,9.0,1,-2.912576007426727,-0.0922775912513727,-0.05378820359371674
4646,Undergraduate,Partner,78497.0,44,207,26,447,75,0,223,1,5,7,12,2,1,0,75,13,1.9230769230769231,978,39.12,2,3.675095679137011,0.002341231626422162,-1.008716119899374
3037,Postgraduate,Partner,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,43,13,1.2307692307692308,410,25.625,3,0.1182870895852602,-0.7581575102409597,0.9327519749525838
1473,Undergraduate,Single,47823.0,0,53,1,5,2,1,10,2,2,0,3,8,0,1,66,13,0.5384615384615384,72,10.285714285714286,1,-2.8081945258792818,-0.2718040779851967,-0.02899623388565158
1016,Postgraduate,Single,34554.0,43,41,1,6,2,0,5,2,2,0,3,6,0,1,67,12,0.5833333333333334,55,7.857142857142857,4,-2.8642104751815167,-0.8339730799835405,-1.1312769348415967
4518,Graduate,Partner,85693.0,59,386,172,183,185,132,111,2,9,5,11,5,0,1,47,13,2.076923076923077,1169,43.2962962962963,2,4.687715504003662,0.4544230243821831,1.2215691106554638
9370,Postgraduate,Partner,65846.0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,81,13,1.2307692307692308,1120,70.0,0,2.5535881904673126,-0.5455779298952124,-0.5529921000503245
8908,Graduate,Partner,87195.0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,67,12,1.6666666666666667,1097,54.85,2,3.462900313993567,-2.004283671554805,-1.8083192627228881
8373,Undergraduate,Partner,24594.0,94,1,3,6,10,0,9,1,1,0,3,5,0,1,47,13,0.38461538461538464,29,5.8,1,-3.1611390216932946,-1.3916491902768746,0.5062353525621315
7533,Graduate,Partner,49096.0,15,144,1,32,2,1,7,4,4,1,4,7,0,2,62,13,1.0,187,14.384615384615385,3,-2.1844106235354612,1.3028312778713749,-0.7129344067891674
2683,Graduate,Partner,52413.0,56,295,106,271,75,98,65,4,6,4,12,6,0,2,57,13,2.0,910,35.0,0,2.2034314287140133,1.6966898929231164,0.1406354403642062
3629,Graduate,Single,38557.0,17,76,3,31,4,4,27,2,3,1,3,7,0,1,48,14,0.6428571428571429,145,16.11111111111111,1,-2.3113531499246536,-0.03126045764579029,1.6201684703404577
10991,Postgraduate,Partner,89058.0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,66,14,1.0,850,60.714285714285715,2,2.4443576174846777,-1.2116933089045845,0.603404101413265
5077,Graduate,Partner,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,1,47,13,1.8461538461538463,969,40.375,0,2.873288700179578,-0.020973126533089477,-0.07239211209172772
7431,Postgraduate,Single,68126.0,40,1332,17,311,23,51,86,1,7,4,5,9,1,0,35,14,1.2142857142857142,1820,107.05882352941177,2,3.2395581630167785,0.277050066868879,2.851271071612595
3267,Postgraduate,Partner,57288.0,27,527,0,21,0,0,60,3,8,1,8,6,1,1,63,12,1.6666666666666667,608,30.4,3,0.1918628446312882,1.382906507965923,-1.7257036932442764
999,Graduate,Single,86037.0,95,490,44,125,29,20,22,1,6,7,11,3,2,0,35,13,1.9230769230769231,730,29.2,2,2.702573241238833,-0.527925672500502,0.0710659724528636
9215,Postgraduate,Partner,43974.0,19,378,0,101,0,0,72,5,6,4,6,7,0,1,46,14,1.5,551,26.238095238095237,3,-0.42967551027110945,2.143249829916294,1.3154898929703247
2286,Graduate,Single,50785.0,27,64,1,21,0,1,27,2,2,1,3,6,0,2,64,13,0.6153846153846154,114,14.25,4,-2.466528130654712,0.0030418802088212882,-0.554418358927894
1592,Graduate,Partner,90765.0,25,547,99,812,151,82,33,0,4,6,5,1,2,0,56,12,1.25,1724,114.93333333333334,2,5.549505288013643,-3.2373230980277143,-0.6712420533248825
367,Undergraduate,Partner,36550.0,74,47,90,94,123,103,120,5,9,1,5,9,0,1,48,13,1.5384615384615385,577,28.85,3,0.6350733043823228,1.623339556245518,2.137035779868051
5234,Undergraduate,Partner,30753.0,85,12,5,25,0,9,30,2,1,1,3,5,0,2,59,13,0.5384615384615384,81,11.571428571428571,4,-2.897467845942172,-0.37975465453518836,-0.31290766652950774
9862,Graduate,Partner,21918.0,37,1,6,7,11,5,3,2,2,0,3,6,0,1,57,13,0.5384615384615384,33,4.714285714285714,1,-3.0183227221311437,-0.586592050286515,0.10910535924211319
9805,Postgraduate,Partner,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,1,73,13,1.6923076923076923,660,30.0,0,1.1411751120506481,1.2816259147935494,-0.9494577508693632
6205,Postgraduate,Single,32557.0,13,34,3,29,0,4,10,3,2,1,3,5,0,1,59,12,0.75,80,8.88888888888889,4,-2.592414782020321,-0.7009331297131663,-0.8834416286641107
8442,Postgraduate,Partner,19510.0,63,9,0,7,3,4,7,2,1,0,3,7,0,2,41,13,0.46153846153846156,30,5.0,1,-3.6496347154785167,-0.3957391709208202,0.7275340284832256
7386,Graduate,Single,30992.0,83,17,0,14,7,3,2,1,1,0,3,7,0,1,50,13,0.38461538461538464,43,8.6,1,-3.0990673728176796,-1.1304232475404017,0.6943654962234537
7215,Graduate,Single,101970.0,69,722,27,102,44,72,168,0,6,8,13,2,3,0,43,13,2.076923076923077,1135,42.03703703703704,2,4.924019073785166,-0.4174910315510547,-0.13842517252551306
1491,Undergraduate,Partner,71488.0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,61,13,1.2307692307692308,559,34.9375,0,1.3396010417722815,-0.8293153716751742,-0.2389016667215677
11071,Graduate,Single,79607.0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,42,13,1.2307692307692308,1923,120.1875,2,5.730981292747599,-2.4965735597249816,1.9978597137524654
3381,Postgraduate,Partner,54348.0,51,70,0,16,0,0,4,2,2,0,4,6,0,2,73,12,0.6666666666666666,90,11.25,4,-2.6271734349943094,-0.14223240456525124,-2.1944096607890904
8268,Postgraduate,Partner,,23,352,0,27,10,0,15,3,6,1,7,6,0,1,65,13,1.3076923076923077,404,23.764705882352942,3,-0.849364583243817,1.1285821989941895,-0.8361312718789423
11051,Postgraduate,Partner,77376.0,72,492,19,110,16,12,12,4,6,3,10,4,0,2,70,12,1.9166666666666667,661,28.73913043478261,0,0.7093392434079611,1.7129771218187577,-2.8216149605645784
8026,Graduate,Partner,62998.0,10,120,58,73,65,89,58,5,5,4,5,5,0,1,74,13,1.4615384615384615,463,24.36842105263158,0,0.7048699934813767,1.0830585220955857,-0.5871954795106511
433,Postgraduate,Single,61331.0,42,534,5,47,0,5,41,5,11,1,6,8,0,2,68,13,1.7692307692307692,632,27.47826086956522,3,-0.22277106260663193,3.4095538138443886,-0.746589490278343
9597,Graduate,Partner,73448.0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,57,12,1.5833333333333333,725,38.1578947368421,0,2.0759892395714883,-0.5814328415894982,-0.6164419048479625
1295,Graduate,Partner,,96,231,65,196,38,71,124,1,6,5,7,4,0,1,63,13,1.4615384615384615,725,38.1578947368421,0,1.7077288806742035,0.023439548827365306,-0.08773853927221906
5290,Postgraduate,Partner,41551.0,51,220,0,33,3,0,23,5,5,1,5,8,0,2,62,13,1.2307692307692308,279,17.4375,3,-1.9791807202557257,2.097485307311516,-0.460570985764268
1685,Postgraduate,Partner,62981.0,21,796,14,590,38,44,0,1,4,5,13,3,1,0,59,13,1.7692307692307692,1482,64.43478260869566,2,3.4655013491995694,-0.6192817852830343,-0.7674933189313861
5342,Undergraduate,Single,9548.0,31,0,1,3,10,6,9,2,1,0,3,8,0,1,50,14,0.42857142857142855,29,4.833333333333333,1,-3.556635686612779,-0.3485684981622788,2.036532730597966
9579,Postgraduate,Partner,33762.0,61,53,1,34,2,0,16,3,2,2,2,8,0,3,67,13,0.6923076923076923,106,11.777777777777779,4,-3.1891493195597356,1.066188003997539,-0.7286956089686842
7660,Postgraduate,Single,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,2,53,12,0.5,49,8.166666666666666,4,-2.8841609335745533,-1.0074406862123106,-0.9256648010065076
1461,Postgraduate,Single,36921.0,74,17,1,12,3,1,4,2,2,0,3,7,0,2,61,13,0.5384615384615384,38,5.428571428571429,1,-3.1937292316822794,-0.016241715361144594,-0.1442081321460575
821,Postgraduate,Single,92859.0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,34,14,1.5714285714285714,2077,94.4090909090909,2,5.229223250691567,-1.1353162558730496,1.7525851714028544
